,DATE,MEDCPIM158SFRBCLE
0,2010-01-01,0.680110845940707
1,2010-02-01,-0.1066278542679489
2,2010-03-01,-0.286064246298046
3,2010-04-01,0.4526162541784729
4,2010-05-01,0.27574788971958
5,2010-06-01,1.2647526767523898
6,2010-07-01,0.632305068442718
7,2010-08-01,0.4302059340372199
8,2010-09-01,1.53627227687154
9,2010-10-01,1.1260905710720202
10,2010-11-01,1.31829898066591
11,2010-12-01,1.393380280754
12,2011-01-01,2.27322625990496
13,2011-02-01,2.8169688979258902
14,2011-03-01,1.74418998266395
15,2011-04-01,2.24921919600376
16,2011-05-01,2.3058155396239
17,2011-06-01,1.92672807632472
18,2011-07-01,2.5370313756665
19,2011-08-01,3.1779707716990093
20,2011-09-01,2.49197707942446
21,2011-10-01,2.02226514469577
22,2011-11-01,1.84701379887522
23,2011-12-01,2.37433305779156
24,2012-01-01,3.19808928450254
25,2012-02-01,1.6845519133678302
26,2012-03-01,2.42029632056173
27,2012-04-01,2.2851338427891696
28,2012-05-01,1.7320720722101297
29,2012-06-01,1.92206327761144
30,2012-07-01,2.08371119432122
31,2012-08-01,2.4238660191344503
32,2012-09-01,2.2866037427289303
33,2012-10-01,1.87504766315374
34,2012-11-01,2.0721553787935503
35,2012-12-01,1.79065016566902
36,2013-01-01,2.74180750368704
37,2013-02-01,2.45154222786008
38,2013-03-01,1.21535791179703
39,2013-04-01,2.088884185994
40,2013-05-01,1.9563823322529
41,2013-06-01,2.13725043962469
42,2013-07-01,2.00320004740069
43,2013-08-01,2.1480298989162
44,2013-09-01,2.23216017314456
45,2013-10-01,1.16372929089217
46,2013-11-01,2.60550640737742
47,2013-12-01,2.8446440822717203
48,2014-01-01,2.40632650352188
49,2014-02-01,2.3508313464702497
50,2014-03-01,2.8589766754357098
51,2014-04-01,2.21493222879676
52,2014-05-01,2.54562660708071
53,2014-06-01,1.31136444111866
54,2014-07-01,2.4049038383757497
55,2014-08-01,1.75173691535098
56,2014-09-01,1.93541098458714
57,2014-10-01,2.4289565511268
58,2014-11-01,2.25631054100233
59,2014-12-01,2.3833942455642
60,2015-01-01,1.94752959883826
61,2015-02-01,1.95449451571832
62,2015-03-01,2.43333592636743
63,2015-04-01,2.96265053867684
64,2015-05-01,2.5012910991095
65,2015-06-01,2.97239956431092
66,2015-07-01,1.9220253006031696
67,2015-08-01,1.63579063211565
68,2015-09-01,2.99841569275872
69,2015-10-01,2.28316449144805
70,2015-11-01,2.2654806001265
71,2015-12-01,1.83471969623819
72,2016-01-01,2.70841659132004
73,2016-02-01,2.53771440127248
74,2016-03-01,2.22200455864592
75,2016-04-01,3.8254778833095098
76,2016-05-01,3.2805191880404
77,2016-06-01,2.10339046055212
78,2016-07-01,2.49016471097936
79,2016-08-01,2.7425708907920803
80,2016-09-01,2.49832933493122
81,2016-10-01,2.01802556175075
82,2016-11-01,2.45883151623452
83,2016-12-01,2.03838510774881
84,2017-01-01,3.43630577482943
85,2017-02-01,3.2923463387532204
86,2017-03-01,1.91438367511723
87,2017-04-01,1.55365836257901
88,2017-05-01,2.1132188709843502
89,2017-06-01,1.8968337862046696
90,2017-07-01,2.1220936834140702
91,2017-08-01,2.2747579876520403
92,2017-09-01,2.8702567714483
93,2017-10-01,2.4249630240346502
94,2017-11-01,2.42039295861358
95,2017-12-01,2.95574718908234
96,2018-01-01,3.9706309135111097
97,2018-02-01,2.08186527149696
98,2018-03-01,2.0826856632985
99,2018-04-01,3.00772288417426
100,2018-05-01,3.1259263417529906
101,2018-06-01,2.6163897790056003
102,2018-07-01,2.28557663846558
103,2018-08-01,2.2967112867851003
104,2018-09-01,2.60670053893586
105,2018-10-01,2.22779661517745
106,2018-11-01,3.4834371089899303
107,2018-12-01,2.9347393147287404
108,2019-01-01,3.07199181422702
109,2019-02-01,3.14033799369344
110,2019-03-01,3.0972648711077304
111,2019-04-01,2.67474234426135
112,2019-05-01,2.5585351456762795
113,2019-06-01,3.97472775912058
114,2019-07-01,2.94534789606442
115,2019-08-01,2.58754563594987
116,2019-09-01,2.82051176616762
117,2019-10-01,2.36003383116337
118,2019-11-01,3.13081896037617
119,2019-12-01,2.43080940154885
120,2020-01-01,3.8833606016334303
121,2020-02-01,2.9934749293149903
122,2020-03-01,2.7608893617377297
123,2020-04-01,1.83322278918112
124,2020-05-01,2.8772894363724903
125,2020-06-01,1.74126381770838
126,2020-07-01,3.82979580616283
127,2020-08-01,2.23128217688613
128,2020-09-01,1.310671362093
129,2020-10-01,2.01902685688957
130,2020-11-01,0.7466587165494201
131,2020-12-01,1.94088496978138
132,2021-01-01,1.5064750773982298
133,2021-02-01,2.4919781210563503
134,2021-03-01,2.03573217055215
135,2021-04-01,2.74406534454605
136,2021-05-01,3.59019900416062
137,2021-06-01,3.99408215067745
138,2021-07-01,2.76449822278044
139,2021-08-01,4.02552264909379
140,2021-09-01,4.96883904402985
141,2021-10-01,6.25163662369874
142,2021-11-01,5.855760303899291
143,2021-12-01,5.2758190004058605
144,2022-01-01,7.14152501882552
145,2022-02-01,6.506399412010389
146,2022-03-01,5.90259408093989
147,2022-04-01,6.52799274334135
148,2022-05-01,7.211770314354251
149,2022-06-01,9.13053844453233
