,DATE,T5YIE
2086,2018-01-01,
2087,2018-01-02,1.9
2088,2018-01-03,1.87
2089,2018-01-04,1.92
2090,2018-01-05,1.95
2091,2018-01-08,1.91
2092,2018-01-09,1.95
2093,2018-01-10,1.94
2094,2018-01-11,1.89
2095,2018-01-12,1.92
2096,2018-01-15,
2097,2018-01-16,1.94
2098,2018-01-17,1.9
2099,2018-01-18,1.99
2100,2018-01-19,2.0
2101,2018-01-22,2.0
2102,2018-01-23,1.92
2103,2018-01-24,1.96
2104,2018-01-25,1.91
2105,2018-01-26,1.93
2106,2018-01-29,1.92
2107,2018-01-30,1.97
2108,2018-01-31,1.98
2109,2018-02-01,1.93
2110,2018-02-02,1.93
2111,2018-02-05,1.95
2112,2018-02-06,1.88
2113,2018-02-07,1.9
2114,2018-02-08,1.89
2115,2018-02-09,1.83
2116,2018-02-12,1.84
2117,2018-02-13,1.88
2118,2018-02-14,1.91
2119,2018-02-15,2.0
2120,2018-02-16,2.0
2121,2018-02-19,
2122,2018-02-20,2.04
2123,2018-02-21,2.06
2124,2018-02-22,2.06
2125,2018-02-23,2.04
2126,2018-02-26,2.07
2127,2018-02-27,2.09
2128,2018-02-28,2.04
2129,2018-03-01,2.03
2130,2018-03-02,2.03
2131,2018-03-05,2.05
2132,2018-03-06,2.1
2133,2018-03-07,2.1
2134,2018-03-08,2.08
2135,2018-03-09,1.96
2136,2018-03-12,2.02
2137,2018-03-13,2.05
2138,2018-03-14,2.04
2139,2018-03-15,2.07
2140,2018-03-16,2.05
2141,2018-03-19,2.04
2142,2018-03-20,2.05
2143,2018-03-21,1.96
2144,2018-03-22,2.03
2145,2018-03-23,2.01
2146,2018-03-26,2.01
2147,2018-03-27,1.94
2148,2018-03-28,1.91
2149,2018-03-29,1.92
2150,2018-03-30,
2151,2018-04-02,1.99
2152,2018-04-03,1.99
2153,2018-04-04,2.04
2154,2018-04-05,1.93
2155,2018-04-06,2.01
2156,2018-04-09,2.02
2157,2018-04-10,2.0
2158,2018-04-11,2.06
2159,2018-04-12,2.05
2160,2018-04-13,2.01
2161,2018-04-16,2.08
2162,2018-04-17,2.01
2163,2018-04-18,2.04
2164,2018-04-19,2.12
2165,2018-04-20,2.1
2166,2018-04-23,2.11
2167,2018-04-24,2.1
2168,2018-04-25,2.09
2169,2018-04-26,2.1
2170,2018-04-27,2.09
2171,2018-04-30,2.1
2172,2018-05-01,2.09
2173,2018-05-02,2.09
2174,2018-05-03,2.09
2175,2018-05-04,2.09
2176,2018-05-07,2.11
2177,2018-05-08,2.1
2178,2018-05-09,2.13
2179,2018-05-10,2.12
2180,2018-05-11,2.13
2181,2018-05-14,2.12
2182,2018-05-15,2.15
2183,2018-05-16,2.16
2184,2018-05-17,2.16
2185,2018-05-18,2.14
2186,2018-05-21,2.15
2187,2018-05-22,2.13
2188,2018-05-23,2.12
2189,2018-05-24,2.11
2190,2018-05-25,2.04
2191,2018-05-28,
2192,2018-05-29,1.98
2193,2018-05-30,2.0
2194,2018-05-31,2.03
2195,2018-06-01,2.06
2196,2018-06-04,2.06
2197,2018-06-05,2.05
2198,2018-06-06,2.06
2199,2018-06-07,2.08
2200,2018-06-08,2.06
2201,2018-06-11,2.08
2202,2018-06-12,2.07
2203,2018-06-13,2.09
2204,2018-06-14,2.07
2205,2018-06-15,2.08
2206,2018-06-18,2.08
2207,2018-06-19,2.07
2208,2018-06-20,2.06
2209,2018-06-21,2.05
2210,2018-06-22,2.07
2211,2018-06-25,2.06
2212,2018-06-26,2.07
2213,2018-06-27,2.07
2214,2018-06-28,2.07
2215,2018-06-29,2.06
2216,2018-07-02,2.07
2217,2018-07-03,2.08
2218,2018-07-04,
2219,2018-07-05,2.1
2220,2018-07-06,2.08
2221,2018-07-09,2.1
2222,2018-07-10,2.09
2223,2018-07-11,2.07
2224,2018-07-12,2.06
2225,2018-07-13,2.07
2226,2018-07-16,2.05
2227,2018-07-17,2.03
2228,2018-07-18,2.03
2229,2018-07-19,2.01
2230,2018-07-20,2.02
2231,2018-07-23,2.01
2232,2018-07-24,2.0
2233,2018-07-25,2.01
2234,2018-07-26,2.0
2235,2018-07-27,2.0
2236,2018-07-30,2.01
2237,2018-07-31,2.0
2238,2018-08-01,2.0
2239,2018-08-02,1.99
2240,2018-08-03,2.0
2241,2018-08-06,1.98
2242,2018-08-07,2.0
2243,2018-08-08,1.98
2244,2018-08-09,1.97
2245,2018-08-10,1.98
2246,2018-08-13,1.99
2247,2018-08-14,1.99
2248,2018-08-15,1.97
2249,2018-08-16,1.97
2250,2018-08-17,1.96
2251,2018-08-20,1.95
2252,2018-08-21,1.97
2253,2018-08-22,1.96
2254,2018-08-23,1.99
2255,2018-08-24,1.99
2256,2018-08-27,2.0
2257,2018-08-28,1.99
2258,2018-08-29,2.0
2259,2018-08-30,1.99
2260,2018-08-31,1.98
2261,2018-09-03,
2262,2018-09-04,1.99
2263,2018-09-05,1.98
2264,2018-09-06,1.97
2265,2018-09-07,1.98
2266,2018-09-10,1.98
2267,2018-09-11,2.01
2268,2018-09-12,2.02
2269,2018-09-13,1.98
2270,2018-09-14,2.0
2271,2018-09-17,1.99
2272,2018-09-18,2.01
2273,2018-09-19,2.02
2274,2018-09-20,2.02
2275,2018-09-21,2.02
2276,2018-09-24,2.03
2277,2018-09-25,2.05
2278,2018-09-26,2.04
2279,2018-09-27,2.04
2280,2018-09-28,2.03
2281,2018-10-01,2.04
2282,2018-10-02,2.03
2283,2018-10-03,2.07
2284,2018-10-04,2.06
2285,2018-10-05,2.05
2286,2018-10-08,
2287,2018-10-09,2.05
2288,2018-10-10,2.04
2289,2018-10-11,1.99
2290,2018-10-12,1.99
2291,2018-10-15,2.0
2292,2018-10-16,2.01
2293,2018-10-17,2.0
2294,2018-10-18,1.99
2295,2018-10-19,1.98
2296,2018-10-22,1.98
2297,2018-10-23,1.94
2298,2018-10-24,1.93
2299,2018-10-25,1.91
2300,2018-10-26,1.93
2301,2018-10-29,1.92
2302,2018-10-30,1.91
2303,2018-10-31,1.9
2304,2018-11-01,1.88
2305,2018-11-02,1.91
2306,2018-11-05,1.91
2307,2018-11-06,1.92
2308,2018-11-07,1.93
2309,2018-11-08,1.92
2310,2018-11-09,1.9
2311,2018-11-12,
2312,2018-11-13,1.88
2313,2018-11-14,1.85
2314,2018-11-15,1.85
2315,2018-11-16,1.88
2316,2018-11-19,1.85
2317,2018-11-20,1.82
2318,2018-11-21,1.81
2319,2018-11-22,
2320,2018-11-23,1.77
2321,2018-11-26,1.78
2322,2018-11-27,1.73
2323,2018-11-28,1.74
2324,2018-11-29,1.79
2325,2018-11-30,1.77
2326,2018-12-03,1.76
2327,2018-12-04,1.74
2328,2018-12-05,
2329,2018-12-06,1.69
2330,2018-12-07,1.68
2331,2018-12-10,1.65
2332,2018-12-11,1.62
2333,2018-12-12,1.62
2334,2018-12-13,1.62
2335,2018-12-14,1.6
2336,2018-12-17,1.58
2337,2018-12-18,1.58
2338,2018-12-19,1.56
2339,2018-12-20,1.53
2340,2018-12-21,1.55
2341,2018-12-24,1.52
2342,2018-12-25,
2343,2018-12-26,1.57
2344,2018-12-27,1.53
2345,2018-12-28,1.52
2346,2018-12-31,1.51
2347,2019-01-01,
2348,2019-01-02,1.49
2349,2019-01-03,1.49
2350,2019-01-04,1.58
2351,2019-01-07,1.61
2352,2019-01-08,1.66
2353,2019-01-09,1.68
2354,2019-01-10,1.65
2355,2019-01-11,1.66
2356,2019-01-14,1.64
2357,2019-01-15,1.63
2358,2019-01-16,1.64
2359,2019-01-17,1.64
2360,2019-01-18,1.67
2361,2019-01-21,
2362,2019-01-22,1.63
2363,2019-01-23,1.64
2364,2019-01-24,1.62
2365,2019-01-25,1.64
2366,2019-01-28,1.62
2367,2019-01-29,1.62
2368,2019-01-30,1.68
2369,2019-01-31,1.7
2370,2019-02-01,1.72
2371,2019-02-04,1.72
2372,2019-02-05,1.72
2373,2019-02-06,1.71
2374,2019-02-07,1.69
2375,2019-02-08,1.69
2376,2019-02-11,1.69
2377,2019-02-12,1.71
2378,2019-02-13,1.76
2379,2019-02-14,1.74
2380,2019-02-15,1.75
2381,2019-02-18,
2382,2019-02-19,1.76
2383,2019-02-20,1.79
2384,2019-02-21,1.8
2385,2019-02-22,1.82
2386,2019-02-25,1.82
2387,2019-02-26,1.82
2388,2019-02-27,1.84
2389,2019-02-28,1.84
2390,2019-03-01,1.85
2391,2019-03-04,1.84
2392,2019-03-05,1.83
2393,2019-03-06,1.81
2394,2019-03-07,1.8
2395,2019-03-08,1.8
2396,2019-03-11,1.82
2397,2019-03-12,1.81
2398,2019-03-13,1.84
2399,2019-03-14,1.85
2400,2019-03-15,1.86
2401,2019-03-18,1.88
2402,2019-03-19,1.85
2403,2019-03-20,1.88
2404,2019-03-21,1.86
2405,2019-03-22,1.8
2406,2019-03-25,1.77
2407,2019-03-26,1.75
2408,2019-03-27,1.74
2409,2019-03-28,1.72
2410,2019-03-29,1.78
2411,2019-04-01,1.82
2412,2019-04-02,1.81
2413,2019-04-03,1.81
2414,2019-04-04,1.81
2415,2019-04-05,1.79
2416,2019-04-08,1.81
2417,2019-04-09,1.8
2418,2019-04-10,1.83
2419,2019-04-11,1.82
2420,2019-04-12,1.86
2421,2019-04-15,1.85
2422,2019-04-16,1.86
2423,2019-04-17,1.84
2424,2019-04-18,1.86
2425,2019-04-19,
2426,2019-04-22,1.87
2427,2019-04-23,1.87
2428,2019-04-24,1.87
2429,2019-04-25,1.86
2430,2019-04-26,1.86
2431,2019-04-29,1.86
2432,2019-04-30,1.85
2433,2019-05-01,1.83
2434,2019-05-02,1.78
2435,2019-05-03,1.8
2436,2019-05-06,1.81
2437,2019-05-07,1.76
2438,2019-05-08,1.75
2439,2019-05-09,1.73
2440,2019-05-10,1.75
2441,2019-05-13,1.73
2442,2019-05-14,1.75
2443,2019-05-15,1.74
2444,2019-05-16,1.75
2445,2019-05-17,1.71
2446,2019-05-20,1.71
2447,2019-05-21,1.72
2448,2019-05-22,1.68
2449,2019-05-23,1.62
2450,2019-05-24,1.62
2451,2019-05-27,
2452,2019-05-28,1.58
2453,2019-05-29,1.59
2454,2019-05-30,1.59
2455,2019-05-31,1.58
2456,2019-06-03,1.56
2457,2019-06-04,1.59
2458,2019-06-05,1.59
2459,2019-06-06,1.58
2460,2019-06-07,1.61
2461,2019-06-10,1.6
2462,2019-06-11,1.57
2463,2019-06-12,1.53
2464,2019-06-13,1.51
2465,2019-06-14,1.48
2466,2019-06-17,1.45
2467,2019-06-18,1.49
2468,2019-06-19,1.53
2469,2019-06-20,1.58
2470,2019-06-21,1.6
2471,2019-06-24,1.57
2472,2019-06-25,1.52
2473,2019-06-26,1.56
2474,2019-06-27,1.53
2475,2019-06-28,1.53
2476,2019-07-01,1.53
2477,2019-07-02,1.5
2478,2019-07-03,1.51
2479,2019-07-04,
2480,2019-07-05,1.55
2481,2019-07-08,1.55
2482,2019-07-09,1.56
2483,2019-07-10,1.59
2484,2019-07-11,1.63
2485,2019-07-12,1.62
2486,2019-07-15,1.61
2487,2019-07-16,1.63
2488,2019-07-17,1.6
2489,2019-07-18,1.6
2490,2019-07-19,1.6
2491,2019-07-22,1.59
2492,2019-07-23,1.61
2493,2019-07-24,1.59
2494,2019-07-25,1.6
2495,2019-07-26,1.57
2496,2019-07-29,1.57
2497,2019-07-30,1.58
2498,2019-07-31,1.56
2499,2019-08-01,1.47
2500,2019-08-02,1.45
2501,2019-08-05,1.39
2502,2019-08-06,1.4
2503,2019-08-07,1.38
2504,2019-08-08,1.43
2505,2019-08-09,1.44
2506,2019-08-12,1.39
2507,2019-08-13,1.44
2508,2019-08-14,1.36
2509,2019-08-15,1.34
2510,2019-08-16,1.34
2511,2019-08-19,1.36
2512,2019-08-20,1.34
2513,2019-08-21,1.34
2514,2019-08-22,1.35
2515,2019-08-23,1.35
2516,2019-08-26,1.34
2517,2019-08-27,1.36
2518,2019-08-28,1.36
2519,2019-08-29,1.39
2520,2019-08-30,1.35
2521,2019-09-02,
2522,2019-09-03,1.29
2523,2019-09-04,1.31
2524,2019-09-05,1.35
2525,2019-09-06,1.35
2526,2019-09-09,1.38
2527,2019-09-10,1.4
2528,2019-09-11,1.4
2529,2019-09-12,1.43
2530,2019-09-13,1.46
2531,2019-09-16,1.48
2532,2019-09-17,1.46
2533,2019-09-18,1.4
2534,2019-09-19,1.41
2535,2019-09-20,1.42
2536,2019-09-23,1.42
2537,2019-09-24,1.39
2538,2019-09-25,1.41
2539,2019-09-26,1.4
2540,2019-09-27,1.36
2541,2019-09-30,1.35
2542,2019-10-01,1.33
2543,2019-10-02,1.29
2544,2019-10-03,1.25
2545,2019-10-04,1.27
2546,2019-10-07,1.27
2547,2019-10-08,1.25
2548,2019-10-09,1.24
2549,2019-10-10,1.29
2550,2019-10-11,1.34
2551,2019-10-14,
2552,2019-10-15,1.33
2553,2019-10-16,1.35
2554,2019-10-17,1.52
2555,2019-10-18,1.52
2556,2019-10-21,1.53
2557,2019-10-22,1.53
2558,2019-10-23,1.52
2559,2019-10-24,1.52
2560,2019-10-25,1.55
2561,2019-10-28,1.53
2562,2019-10-29,1.51
2563,2019-10-30,1.47
2564,2019-10-31,1.44
2565,2019-11-01,1.5
2566,2019-11-04,1.56
2567,2019-11-05,1.58
2568,2019-11-06,1.57
2569,2019-11-07,1.61
2570,2019-11-08,1.63
2571,2019-11-11,
2572,2019-11-12,1.6
2573,2019-11-13,1.58
2574,2019-11-14,1.54
2575,2019-11-15,1.52
2576,2019-11-18,1.54
2577,2019-11-19,1.53
2578,2019-11-20,1.51
2579,2019-11-21,1.53
2580,2019-11-22,1.53
2581,2019-11-25,1.53
2582,2019-11-26,1.52
2583,2019-11-27,1.54
2584,2019-11-28,
2585,2019-11-29,1.5
2586,2019-12-02,1.54
2587,2019-12-03,1.51
2588,2019-12-04,1.54
2589,2019-12-05,1.55
2590,2019-12-06,1.59
2591,2019-12-09,1.59
2592,2019-12-10,1.59
2593,2019-12-11,1.6
2594,2019-12-12,1.62
2595,2019-12-13,1.62
2596,2019-12-16,1.64
2597,2019-12-17,1.65
2598,2019-12-18,1.68
2599,2019-12-19,1.68
2600,2019-12-20,1.67
2601,2019-12-23,1.67
2602,2019-12-24,1.67
2603,2019-12-25,
2604,2019-12-26,1.66
2605,2019-12-27,1.64
2606,2019-12-30,1.66
2607,2019-12-31,1.68
2608,2020-01-01,
2609,2020-01-02,1.72
2610,2020-01-03,1.69
2611,2020-01-06,1.69
2612,2020-01-07,1.67
2613,2020-01-08,1.68
2614,2020-01-09,1.67
2615,2020-01-10,1.67
2616,2020-01-13,1.7
2617,2020-01-14,1.7
2618,2020-01-15,1.67
2619,2020-01-16,1.68
2620,2020-01-17,1.68
2621,2020-01-20,
2622,2020-01-21,1.66
2623,2020-01-22,1.64
2624,2020-01-23,1.64
2625,2020-01-24,1.62
2626,2020-01-27,1.56
2627,2020-01-28,1.59
2628,2020-01-29,1.58
2629,2020-01-30,1.59
2630,2020-01-31,1.6
2631,2020-02-03,1.56
2632,2020-02-04,1.58
2633,2020-02-05,1.61
2634,2020-02-06,1.61
2635,2020-02-07,1.61
2636,2020-02-10,1.62
2637,2020-02-11,1.6
2638,2020-02-12,1.64
2639,2020-02-13,1.65
2640,2020-02-14,1.64
2641,2020-02-17,
2642,2020-02-18,1.64
2643,2020-02-19,1.65
2644,2020-02-20,1.63
2645,2020-02-21,1.6
2646,2020-02-24,1.57
2647,2020-02-25,1.52
2648,2020-02-26,1.5
2649,2020-02-27,1.48
2650,2020-02-28,1.33
2651,2020-03-02,1.32
2652,2020-03-03,1.34
2653,2020-03-04,1.34
2654,2020-03-05,1.28
2655,2020-03-06,1.14
2656,2020-03-09,0.8
2657,2020-03-10,0.77
2658,2020-03-11,0.69
2659,2020-03-12,0.63
2660,2020-03-13,0.53
2661,2020-03-16,0.3
2662,2020-03-17,0.16
2663,2020-03-18,0.16
2664,2020-03-19,0.14
2665,2020-03-20,0.31
2666,2020-03-23,0.37
2667,2020-03-24,0.55
2668,2020-03-25,0.69
2669,2020-03-26,0.72
2670,2020-03-27,0.54
2671,2020-03-30,0.57
2672,2020-03-31,0.49
2673,2020-04-01,0.56
2674,2020-04-02,0.73
2675,2020-04-03,0.78
2676,2020-04-06,0.85
2677,2020-04-07,0.86
2678,2020-04-08,0.87
2679,2020-04-09,0.9
2680,2020-04-10,
2681,2020-04-13,0.94
2682,2020-04-14,0.94
2683,2020-04-15,0.87
2684,2020-04-16,0.7
2685,2020-04-17,0.67
2686,2020-04-20,0.56
2687,2020-04-21,0.58
2688,2020-04-22,0.69
2689,2020-04-23,0.67
2690,2020-04-24,0.72
2691,2020-04-27,0.78
2692,2020-04-28,0.76
2693,2020-04-29,0.78
2694,2020-04-30,0.72
2695,2020-05-01,0.68
2696,2020-05-04,0.69
2697,2020-05-05,0.71
2698,2020-05-06,0.71
2699,2020-05-07,0.7
2700,2020-05-08,0.74
2701,2020-05-11,0.75
2702,2020-05-12,0.72
2703,2020-05-13,0.71
2704,2020-05-14,0.71
2705,2020-05-15,0.75
2706,2020-05-18,0.84
2707,2020-05-19,0.82
2708,2020-05-20,0.83
2709,2020-05-21,0.81
2710,2020-05-22,0.8
2711,2020-05-25,
2712,2020-05-26,0.82
2713,2020-05-27,0.82
2714,2020-05-28,0.86
2715,2020-05-29,0.83
2716,2020-06-01,0.84
2717,2020-06-02,0.84
2718,2020-06-03,0.88
2719,2020-06-04,0.88
2720,2020-06-05,0.95
2721,2020-06-08,0.98
2722,2020-06-09,0.98
2723,2020-06-10,1.0
2724,2020-06-11,0.95
2725,2020-06-12,0.95
2726,2020-06-15,0.98
2727,2020-06-16,1.02
2728,2020-06-17,1.01
2729,2020-06-18,1.12
2730,2020-06-19,1.06
2731,2020-06-22,1.11
2732,2020-06-23,1.14
2733,2020-06-24,1.1
2734,2020-06-25,1.11
2735,2020-06-26,1.11
2736,2020-06-29,1.14
2737,2020-06-30,1.16
2738,2020-07-01,1.17
2739,2020-07-02,1.21
2740,2020-07-03,
2741,2020-07-06,1.28
2742,2020-07-07,1.26
2743,2020-07-08,1.25
2744,2020-07-09,1.22
2745,2020-07-10,1.25
2746,2020-07-13,1.27
2747,2020-07-14,1.27
2748,2020-07-15,1.28
2749,2020-07-16,1.3
2750,2020-07-17,1.35
2751,2020-07-20,1.37
2752,2020-07-21,1.4
2753,2020-07-22,1.4
2754,2020-07-23,1.37
2755,2020-07-24,1.35
2756,2020-07-27,1.38
2757,2020-07-28,1.36
2758,2020-07-29,1.38
2759,2020-07-30,1.37
2760,2020-07-31,1.4
2761,2020-08-03,1.46
2762,2020-08-04,1.45
2763,2020-08-05,1.52
2764,2020-08-06,1.53
2765,2020-08-07,1.5
2766,2020-08-10,1.49
2767,2020-08-11,1.5
2768,2020-08-12,1.56
2769,2020-08-13,1.56
2770,2020-08-14,1.53
2771,2020-08-17,1.54
2772,2020-08-18,1.55
2773,2020-08-19,1.55
2774,2020-08-20,1.48
2775,2020-08-21,1.52
2776,2020-08-24,1.57
2777,2020-08-25,1.6
2778,2020-08-26,1.63
2779,2020-08-27,1.65
2780,2020-08-28,1.68
2781,2020-08-31,1.69
2782,2020-09-01,1.65
2783,2020-09-02,1.61
2784,2020-09-03,1.53
2785,2020-09-04,1.57
2786,2020-09-07,
2787,2020-09-08,1.55
2788,2020-09-09,1.57
2789,2020-09-10,1.54
2790,2020-09-11,1.53
2791,2020-09-14,1.54
2792,2020-09-15,1.54
2793,2020-09-16,1.57
2794,2020-09-17,1.57
2795,2020-09-18,1.58
2796,2020-09-21,1.5
2797,2020-09-22,1.5
2798,2020-09-23,1.48
2799,2020-09-24,1.45
2800,2020-09-25,1.43
2801,2020-09-28,1.48
2802,2020-09-29,1.49
2803,2020-09-30,1.5
2804,2020-10-01,1.48
2805,2020-10-02,1.48
2806,2020-10-05,1.52
2807,2020-10-06,1.51
2808,2020-10-07,1.54
2809,2020-10-08,1.56
2810,2020-10-09,1.56
2811,2020-10-12,
2812,2020-10-13,1.52
2813,2020-10-14,1.52
2814,2020-10-15,1.52
2815,2020-10-16,1.53
2816,2020-10-19,1.53
2817,2020-10-20,1.53
2818,2020-10-21,1.56
2819,2020-10-22,1.68
2820,2020-10-23,1.66
2821,2020-10-26,1.63
2822,2020-10-27,1.64
2823,2020-10-28,1.61
2824,2020-10-29,1.61
2825,2020-10-30,1.59
2826,2020-11-02,1.6
2827,2020-11-03,1.62
2828,2020-11-04,1.56
2829,2020-11-05,1.55
2830,2020-11-06,1.54
2831,2020-11-09,1.63
2832,2020-11-10,1.69
2833,2020-11-11,
2834,2020-11-12,1.63
2835,2020-11-13,1.64
2836,2020-11-16,1.64
2837,2020-11-17,1.63
2838,2020-11-18,1.63
2839,2020-11-19,1.62
2840,2020-11-20,1.61
2841,2020-11-23,1.62
2842,2020-11-24,1.65
2843,2020-11-25,1.67
2844,2020-11-26,
2845,2020-11-27,1.67
2846,2020-11-30,1.68
2847,2020-12-01,1.72
2848,2020-12-02,1.76
2849,2020-12-03,1.78
2850,2020-12-04,1.83
2851,2020-12-07,1.84
2852,2020-12-08,1.84
2853,2020-12-09,1.84
2854,2020-12-10,1.83
2855,2020-12-11,1.82
2856,2020-12-14,1.84
2857,2020-12-15,1.86
2858,2020-12-16,1.9
2859,2020-12-17,1.9
2860,2020-12-18,1.92
2861,2020-12-21,1.9
2862,2020-12-22,1.92
2863,2020-12-23,1.93
2864,2020-12-24,1.92
2865,2020-12-25,
2866,2020-12-28,1.92
2867,2020-12-29,1.9
2868,2020-12-30,1.92
2869,2020-12-31,1.95
2870,2021-01-01,
2871,2021-01-04,1.98
2872,2021-01-05,2.01
2873,2021-01-06,2.04
2874,2021-01-07,2.09
2875,2021-01-08,2.07
2876,2021-01-11,2.04
2877,2021-01-12,2.06
2878,2021-01-13,2.04
2879,2021-01-14,2.09
2880,2021-01-15,2.09
2881,2021-01-18,
2882,2021-01-19,2.12
2883,2021-01-20,2.15
2884,2021-01-21,2.18
2885,2021-01-22,2.16
2886,2021-01-25,2.15
2887,2021-01-26,2.15
2888,2021-01-27,2.15
2889,2021-01-28,2.18
2890,2021-01-29,2.21
2891,2021-02-01,2.18
2892,2021-02-02,2.23
2893,2021-02-03,2.27
2894,2021-02-04,2.25
2895,2021-02-05,2.28
2896,2021-02-08,2.31
2897,2021-02-09,2.31
2898,2021-02-10,2.31
2899,2021-02-11,2.32
2900,2021-02-12,2.35
2901,2021-02-15,
2902,2021-02-16,2.37
2903,2021-02-17,2.35
2904,2021-02-18,2.29
2905,2021-02-19,2.29
2906,2021-02-22,2.35
2907,2021-02-23,2.35
2908,2021-02-24,2.38
2909,2021-02-25,2.34
2910,2021-02-26,2.39
2911,2021-03-01,2.4
2912,2021-03-02,2.43
2913,2021-03-03,2.45
2914,2021-03-04,2.43
2915,2021-03-05,2.43
2916,2021-03-08,2.42
2917,2021-03-09,2.41
2918,2021-03-10,2.47
2919,2021-03-11,2.51
2920,2021-03-12,2.51
2921,2021-03-15,2.54
2922,2021-03-16,2.59
2923,2021-03-17,2.58
2924,2021-03-18,2.5
2925,2021-03-19,2.51
2926,2021-03-22,2.51
2927,2021-03-23,2.48
2928,2021-03-24,2.53
2929,2021-03-25,2.54
2930,2021-03-26,2.57
2931,2021-03-29,2.56
2932,2021-03-30,2.52
2933,2021-03-31,2.54
2934,2021-04-01,2.55
2935,2021-04-02,2.58
2936,2021-04-05,2.55
2937,2021-04-06,2.52
2938,2021-04-07,2.53
2939,2021-04-08,2.55
2940,2021-04-09,2.51
2941,2021-04-12,2.52
2942,2021-04-13,2.54
2943,2021-04-14,2.56
2944,2021-04-15,2.55
2945,2021-04-16,2.57
2946,2021-04-19,2.56
2947,2021-04-20,2.52
2948,2021-04-21,2.53
2949,2021-04-22,2.42
2950,2021-04-23,2.44
2951,2021-04-26,2.47
2952,2021-04-27,2.51
2953,2021-04-28,2.54
2954,2021-04-29,2.56
2955,2021-04-30,2.57
2956,2021-05-03,2.6
2957,2021-05-04,2.62
2958,2021-05-05,2.68
2959,2021-05-06,2.66
2960,2021-05-07,2.65
2961,2021-05-10,2.71
2962,2021-05-11,2.68
2963,2021-05-12,2.72
2964,2021-05-13,2.65
2965,2021-05-14,2.68
2966,2021-05-17,2.72
2967,2021-05-18,2.72
2968,2021-05-19,2.66
2969,2021-05-20,2.59
2970,2021-05-21,2.62
2971,2021-05-24,2.64
2972,2021-05-25,2.63
2973,2021-05-26,2.6
2974,2021-05-27,2.59
2975,2021-05-28,2.57
2976,2021-05-31,
2977,2021-06-01,2.6
2978,2021-06-02,2.59
2979,2021-06-03,2.56
2980,2021-06-04,2.54
2981,2021-06-07,2.51
2982,2021-06-08,2.47
2983,2021-06-09,2.41
2984,2021-06-10,2.47
2985,2021-06-11,2.43
2986,2021-06-14,2.44
2987,2021-06-15,2.46
2988,2021-06-16,2.41
2989,2021-06-17,2.31
2990,2021-06-18,2.37
2991,2021-06-21,2.41
2992,2021-06-22,2.46
2993,2021-06-23,2.49
2994,2021-06-24,2.45
2995,2021-06-25,2.46
2996,2021-06-28,2.45
2997,2021-06-29,2.46
2998,2021-06-30,2.47
2999,2021-07-01,2.49
3000,2021-07-02,2.49
3001,2021-07-05,
3002,2021-07-06,2.48
3003,2021-07-07,2.43
3004,2021-07-08,2.38
3005,2021-07-09,2.44
3006,2021-07-12,2.48
3007,2021-07-13,2.56
3008,2021-07-14,2.53
3009,2021-07-15,2.53
3010,2021-07-16,2.52
3011,2021-07-19,2.41
3012,2021-07-20,2.4
3013,2021-07-21,2.45
3014,2021-07-22,2.46
3015,2021-07-23,2.53
3016,2021-07-26,2.59
3017,2021-07-27,2.55
3018,2021-07-28,2.57
3019,2021-07-29,2.58
3020,2021-07-30,2.56
3021,2021-08-02,2.51
3022,2021-08-03,2.51
3023,2021-08-04,2.5
3024,2021-08-05,2.46
3025,2021-08-06,2.5
3026,2021-08-09,2.5
3027,2021-08-10,2.53
3028,2021-08-11,2.55
3029,2021-08-12,2.55
3030,2021-08-13,2.52
3031,2021-08-16,2.5
3032,2021-08-17,2.49
3033,2021-08-18,2.48
3034,2021-08-19,2.45
3035,2021-08-20,2.4
3036,2021-08-23,2.43
3037,2021-08-24,2.45
3038,2021-08-25,2.51
3039,2021-08-26,2.5
3040,2021-08-27,2.53
3041,2021-08-30,2.51
3042,2021-08-31,2.48
3043,2021-09-01,2.48
3044,2021-09-02,2.47
3045,2021-09-03,2.48
3046,2021-09-06,
3047,2021-09-07,2.51
3048,2021-09-08,2.53
3049,2021-09-09,2.55
3050,2021-09-10,2.55
3051,2021-09-13,2.53
3052,2021-09-14,2.49
3053,2021-09-15,2.51
3054,2021-09-16,2.53
3055,2021-09-17,2.51
3056,2021-09-20,2.43
3057,2021-09-21,2.44
3058,2021-09-22,2.41
3059,2021-09-23,2.48
3060,2021-09-24,2.47
3061,2021-09-27,2.5
3062,2021-09-28,2.53
3063,2021-09-29,2.52
3064,2021-09-30,2.51
3065,2021-10-01,2.51
3066,2021-10-04,2.53
3067,2021-10-05,2.59
3068,2021-10-06,2.57
3069,2021-10-07,2.61
3070,2021-10-08,2.64
3071,2021-10-11,
3072,2021-10-12,2.64
3073,2021-10-13,2.68
3074,2021-10-14,2.69
3075,2021-10-15,2.71
3076,2021-10-18,2.71
3077,2021-10-19,2.71
3078,2021-10-20,2.77
3079,2021-10-21,2.94
3080,2021-10-22,2.91
3081,2021-10-25,2.95
3082,2021-10-26,2.99
3083,2021-10-27,2.96
3084,2021-10-28,2.9
3085,2021-10-29,2.89
3086,2021-11-01,2.86
3087,2021-11-02,2.84
3088,2021-11-03,2.86
3089,2021-11-04,2.88
3090,2021-11-05,2.87
3091,2021-11-08,2.94
3092,2021-11-09,2.96
3093,2021-11-10,3.08
